,bluewins,bluetotalgold,redtotalgold
1373,0,15814,17344
1374,0,16735,18922
1375,0,15818,19918
1376,0,16999,16610
1377,0,15867,17673
1378,1,18042,17338
1379,1,18293,15887
1380,1,15895,15853
1381,0,14305,17194
1382,1,18186,15055
1383,0,16295,17566
1384,1,20151,13489
1385,0,14735,17667
1386,0,13428,20376
1387,1,16452,16181
1388,0,16120,16852
1389,1,18287,16424
1390,0,15902,17092
1391,1,16982,17194
1392,0,17064,16930
1393,0,15424,19116
1394,1,18369,15100
1395,1,17568,16260
1396,1,18090,16984
1397,0,15786,15878
1398,0,16596,16057
1399,0,16093,19288
1400,1,18858,14520
1401,0,15288,16149
1402,1,16346,16436
1403,0,13447,19145
1404,0,16453,17022
1405,1,18669,16881
1406,1,16192,15136
1407,0,13701,17796
1408,0,16762,16280
1409,0,16795,17302
1410,0,14464,19284
1411,0,16925,17887
1412,0,14302,17327
1413,0,14786,16126
1414,0,15134,15302
1416,0,16043,19132
1417,1,15195,16768
1418,1,17205,16484
1419,0,16022,15511
1420,1,15615,16808
1421,0,14433,17648
1422,1,19807,14580
1423,1,15704,14692
1424,1,17073,15071
1425,1,18584,15491
1426,0,16187,18564
1427,0,16749,19168
1428,0,16490,16882
1429,1,16697,15845
1430,1,17973,15466
1431,1,16029,14273
1432,1,15752,14688
1433,1,15930,14217
1434,0,15241,16378
1435,1,17127,14833
1436,0,13519,17634
1437,1,18748,16228
1438,1,16055,15962
1439,1,16496,14752
1440,1,17217,17532
1441,0,15482,16817
1442,0,14486,15134
1443,0,15809,19663
1444,1,19556,16971
1445,1,17003,14756
1446,0,16451,17428
1447,1,17837,14867
1448,1,18056,17806
1449,0,16249,17525
1450,1,16946,15464
1451,0,15707,15279
1452,0,16443,18149
1453,1,17823,16809
1454,1,16241,15991
1455,1,16464,16298
1456,0,16924,17389
1457,1,17251,17984
1458,0,16917,17930
1459,1,19453,15680
1460,0,16891,15831
1461,1,17107,14938
1462,1,15444,14425
1463,1,18283,15599
1464,1,16267,14905
1465,1,17247,16332
1466,0,18640,16709
1467,1,17086,13489
1468,0,16505,15700
1469,1,17961,17483
1470,1,19418,17720
1471,1,15846,16176
1472,1,16937,16345
1473,0,14064,15829
1474,0,15094,15186
1475,0,15633,18580
1476,1,16868,14886
1477,1,19289,16959
1478,1,15138,15243
1479,1,14942,16157
1480,0,15703,16654
1481,1,15427,15293
1482,1,16620,16259
1483,1,15926,15021
1484,0,16852,16504
1485,0,16936,17360
1486,1,17917,14859
1487,0,17558,17663
1488,0,15149,17025
1489,0,16112,17143
1490,0,15885,15760
1491,1,17104,17773
1492,1,17535,16099
1493,0,17321,17399
1494,1,16317,17030
1495,0,15649,17624
1496,1,17592,16181
1497,1,15420,14759
1498,0,15929,16323
1499,0,15046,15603
1500,1,16737,15533
1501,0,15756,17722
1502,1,15442,16532
1503,0,16649,17801
1504,0,16171,17853
1505,1,17190,15343
1506,0,17222,16414
1507,1,15704,17036
1508,0,16331,20297
1509,0,19186,17809
1510,1,17546,16053
1511,0,15198,18074
1512,0,17909,16569
1513,0,15046,16254
1514,1,16740,16522
1515,1,20236,13489
1516,1,15921,16515
1517,0,17145,18609
1518,1,15936,15382
1519,1,16649,15393
1520,1,17618,13489
1521,1,15871,16116
1522,0,17676,17283
1523,1,17423,14601
1524,0,13428,18435
1525,1,16992,17363
1526,1,18678,14679
1527,0,16220,20376
1528,0,14930,20228
1529,0,16304,16332
1530,1,17075,16613
1531,0,15499,15580
1532,1,16972,16220
1533,0,15256,16811
1534,1,16568,15380
1535,1,17326,15687
1536,1,16619,15067
1537,0,16295,16254
1538,1,15680,15939
1539,0,16432,16065
1540,1,19197,16256
1541,1,18468,17326
1542,1,18280,14229
1543,1,16103,18522
1544,1,16832,15208
1545,0,15028,17282
1546,1,17076,16242
1547,1,16745,14595
1548,1,15658,17282
1549,1,15760,17832
1550,0,14624,16713
1551,1,15568,15026
1552,0,16331,16557
1553,1,17204,16888
1554,0,14910,15731
1555,1,19141,14847
1556,0,14208,19099
1557,1,17951,14519
1558,1,16142,16705
1559,1,16333,16273
1560,0,17526,14765
1561,1,17381,15839
1562,0,17854,15531
1563,0,15698,16841
1564,1,16039,16704
1565,0,14506,17026
1566,1,16830,16122
1567,1,14909,14499
1568,1,13428,17517
1569,0,16678,15599
1570,0,15322,19346
1571,0,16562,16518
1572,1,16353,16913
1573,0,16998,18341
1574,0,15051,14991
1575,0,14986,16487
1576,0,17003,15672
1577,0,15380,20244
1578,1,18599,14778
1579,1,15936,17413
1580,1,15265,14819
1581,1,18177,14673
1582,0,16605,14559
1583,0,14742,15283
1584,0,14440,17572
1585,0,13428,20376
1586,0,15698,16385
1587,1,17324,14195
1588,0,14613,17152
1589,0,14705,16872
1590,1,17536,16626
1591,0,15226,15747
1592,0,16051,15528
1593,1,15158,15499
1594,0,16934,16687
1595,0,15228,17464
1596,1,17710,14413
1597,0,14971,15653
1598,0,17835,15912
1599,1,17071,15333
1600,0,16245,19696
1601,0,16835,14584
1602,0,17088,17972
1603,0,16383,15519
1604,1,16577,14747
1605,1,19607,15694
1606,1,15775,18450
1607,0,14998,16428
1608,0,16906,16680
1609,1,18743,14419
1610,0,16634,16989
1611,0,13636,18165
1612,0,13744,18407
1613,0,15823,16034
1614,1,16356,16318
1616,0,18200,16989
1617,0,15335,15523
1618,1,16792,14940
1620,0,13858,16410
1621,0,16190,17756
1622,0,16112,19079
1623,1,17298,17396
1624,0,14593,16565
1625,1,17723,17166
1626,0,16565,15348
1627,1,16301,16328
1628,1,16698,15833
1629,0,14878,16531
1630,0,16494,14562
1631,0,15463,18849
1632,0,15435,20376
1633,0,16165,14844
1634,0,16640,16916
1635,0,16422,16441
1636,1,17863,15273
1637,0,16970,16460
1638,0,14866,14763
1639,1,17761,17998
1640,1,16650,17262
1641,0,18607,14119
1642,0,16237,15902
1643,0,14273,15087
1644,1,15906,15945
1645,1,16083,16003
1646,0,15034,17009
1647,0,16660,14937
1648,0,13945,19708
1649,0,14991,20376
1650,0,16653,15501
1651,1,17557,13735
1652,0,14439,17414
1653,1,18567,17041
1654,1,17079,13489
1655,1,20236,13489
1656,0,15229,19722
1657,1,16490,15472
1658,1,17047,17144
1659,0,14844,15777
1660,0,16382,20376
1661,1,18113,16763
1662,0,13933,19423
1663,0,16352,17082
1664,1,15098,15729
1665,0,16384,16567
1666,0,17132,19382
1667,0,16116,15623
1668,0,17201,17412
1669,1,15224,16835
1670,0,15334,16677
1671,1,20236,15504
1672,0,15812,19402
1673,1,15447,15853
1674,0,15812,17962
1675,0,14301,14980
1676,1,14749,17863
1677,1,17605,16041
1678,0,15535,19740
1679,1,18761,14589
1681,1,20236,17065
1682,0,15990,15179
1683,1,15015,15600
1684,0,15432,16474
1685,0,15404,15241
1686,0,16224,14527
1687,0,17437,16378
1688,0,17783,16285
1689,1,17618,17161
1690,1,18984,14364
1691,1,18104,16987
1692,1,17250,16321
1693,0,16222,15763
1694,0,15179,17716
1695,0,13896,18778
1696,0,17911,16897
1697,1,18582,15543
1698,1,19099,18449
1699,1,15879,16784
1700,1,17354,16388
1701,0,16760,17189
1702,1,16839,15628
1703,0,16186,16133
1704,0,16915,16266
1705,0,17951,18086
1706,1,17722,16585
1707,1,18381,14430
1708,0,16084,16943
1709,0,15054,16016
1710,1,17838,15284
1711,0,17415,16257
1712,0,15025,17988
1713,0,15362,17256
1714,0,15038,16573
1715,1,17726,16072
1716,0,15685,16201
1717,1,17530,14953
1718,0,16260,16662
1719,0,15668,20072
1720,0,16511,19433
1721,1,16965,17624
1722,0,18212,16288
1723,0,15042,17117
1724,0,15661,16716
1725,1,17986,14747
1726,0,13776,16541
1727,0,15330,16513
1728,0,14727,15739
1729,1,17651,14406
1730,0,15496,15653
1731,1,18395,15533
1732,1,16866,16077
1733,0,16449,17435
1734,1,16142,16954
1735,0,15099,18295
1736,1,18044,17306
1737,1,16248,15104
1738,1,15182,14936
1739,0,15651,16570
1740,1,15917,15112
1741,0,13889,15545
1742,0,16858,15705
1743,1,18119,17379
1744,0,17352,14511
1745,0,17924,17475
1746,0,14490,16249
1747,0,16172,17429
1748,0,14555,16379
1749,0,15355,16198
1750,0,14395,17013
1751,0,16630,16377
1752,0,16984,15755
1753,0,16675,17613
1754,0,16258,16745
1755,0,15571,17002
1756,1,19740,15242
1757,1,13749,17323
1758,1,16231,15538
1759,1,15736,16651
1760,0,17099,15252
1761,1,17620,14642
1762,1,16250,15005
1763,0,17136,18768
1764,1,20236,13571
1765,1,18847,16650
1766,0,13462,20376
1767,0,16364,15677
1768,1,17279,17059
1769,1,14654,14750
1770,0,15211,18957
1771,1,17076,16447
1772,1,14536,16012
1773,0,17308,17883
1774,0,16203,16838
1775,1,16130,15981
1776,0,15739,15082
1777,0,17498,18456
1778,1,14947,17869
1779,0,14893,18303
1780,1,18817,18506
1781,1,17704,15912
1782,0,15717,16573
1783,1,17252,16098
1784,0,14794,16918
1785,0,14751,15733
1786,1,15430,14963
1787,0,14266,17655
1788,0,16168,17171
1789,1,17303,16731
1790,0,16111,17667
1791,1,18029,15706
1792,0,16695,15209
1793,1,17755,14000
1794,0,17388,16061
1795,1,16874,13945
1796,0,15591,15055
1797,1,17562,13987
1798,1,19628,14827
1799,0,15871,18072
1800,0,17792,15007
1801,0,16168,16860
1803,1,17889,16097
1804,0,13612,20329
1805,0,16218,16411
1806,1,18188,16521
1807,0,15786,17646
1808,0,14419,17743
1809,0,16575,18230
1810,0,15068,15389
1811,1,19225,14278
1812,1,18688,15264
1813,1,18650,15622
1814,0,15207,15418
1815,1,17522,15399
1816,0,18131,17106
1817,1,18209,15866
1818,0,16162,16727
1819,1,16805,18590
1820,1,15742,16615
1821,1,18649,17008
1822,1,16643,17754
1823,1,16500,18890
1824,0,16972,15165
1825,0,14496,19499
1826,1,16790,16139
1827,1,15704,14776
1828,1,18285,13636
1829,0,14414,19157
1830,1,16981,15206
1831,1,18516,16497
1832,1,15594,14192
1833,1,17259,17019
1834,1,17741,15460
1835,1,17867,17103
1836,1,20236,13883
1837,1,15548,15660
1838,1,17405,16207
1839,1,17112,14913
1840,1,17917,14925
1841,0,15465,19757
1842,0,16020,17427
1843,1,16708,14848
1844,0,14384,15938
1845,0,18420,19424
1846,0,14804,14546
1847,1,16279,16089
1848,1,20236,14298
1849,0,17124,15809
1850,0,15895,15207
1851,0,15960,15296
1852,1,17678,15924
1853,1,18193,17110
1854,0,14643,19371
1855,1,16840,15825
1856,1,14707,15117
1857,1,14467,16130
1858,1,17633,14260
1859,0,14837,15881
1860,0,15826,18629
1861,1,18357,15011
1862,0,16460,14899
1863,0,16054,19358
1864,0,13899,17137
1865,1,15911,16268
1866,1,15215,15929
1867,1,18036,15230
1868,0,16304,16099
1869,0,15267,15659
1870,0,16055,17231
1871,1,17404,18286
1872,0,13741,16696
1873,1,16402,16208
1874,0,14933,18184
1875,0,14665,16426
1876,1,19372,18030
1877,0,16310,15620
1878,0,14643,18716
1879,1,16426,14130
1880,0,16331,17412
1881,1,15895,17559
1882,1,18176,15889
1883,1,17566,14745
1884,0,13832,20072
1885,1,17751,16181
1886,0,15382,15343
1887,1,17326,16194
1888,0,16756,18185
1889,1,16289,18053
1890,1,16581,16753
1891,1,16555,16354
1892,0,15700,17885
1893,0,13494,18514
1894,0,13876,19570
1895,0,16668,19449
1896,1,16009,15444
1897,1,16321,15813
1898,1,16755,14601
1899,1,16407,15344
1900,0,15061,16866
1901,0,16552,17578
1902,0,16538,14874
1903,0,15958,16042
1904,0,16851,15915
1905,1,16753,14122
1906,0,14607,15790
1907,0,17160,17472
1908,0,16360,17193
1909,0,15288,16596
1910,1,18415,15553
1911,1,15190,16639
1912,1,17188,15178
1913,1,16900,16952
1914,0,16208,16523
1915,1,15477,17056
1916,0,15574,16190
1917,0,15377,16639
1918,0,13649,16213
1919,0,19239,16652
1920,1,20186,14695
1921,1,19034,14983
1922,1,20183,14471
1923,0,15877,17109
1924,0,16823,17894
1925,1,16525,15263
1926,1,15103,16864
1927,1,14899,15319
1928,1,16602,15714
1929,0,14504,18430
1930,1,17332,15621
1931,1,16749,19069
1932,1,16423,18323
1933,0,15135,16769
1934,1,16704,15702
1935,1,17835,16267
1936,0,15342,17100
1937,0,16022,19085
1938,0,15678,17537
1939,0,16513,18209
1940,0,16095,17081
1941,0,15892,15070
1942,1,16806,17175
1943,1,16847,15592
1944,1,16373,16056
1945,0,13428,20376
1946,1,18249,16340
1947,1,16641,15195
1948,1,16359,15442
1949,1,16956,15244
1950,1,16992,15410
1951,0,16154,18283
1952,1,19755,14515
1953,1,16181,15308
1954,0,15263,17811
1955,0,18889,15753
1956,1,19630,14548
1957,1,16172,18039
1958,0,17345,17166
1959,1,17688,15751
1960,0,14859,15379
1961,1,18144,16310
1962,0,16400,15908
1963,0,14779,15803
1964,0,16128,15306
1965,1,20236,13934
1966,1,14592,16760
1967,1,17483,16251
1968,0,16205,19307
1969,1,18363,18042
1970,1,18401,17895
1971,1,16391,15682
1972,1,16409,15148
1973,1,16739,15109
1974,1,15986,16032
1975,0,14267,15457
1976,0,14692,16180
1977,0,17045,16197
1978,0,13633,19433
1979,0,18592,17611
1980,1,15154,17796
1981,0,16045,16839
1982,1,17137,17855
1983,0,14559,16392
1984,0,14758,16127
1985,0,18508,15883
1986,0,15978,18796
1987,1,17759,15309
1988,1,18590,14972
1989,0,16749,17394
1990,1,17314,14007
1991,1,18983,16526
1992,0,16325,17177
1993,0,14478,16631
1994,0,14099,18037
1995,0,16234,16683
1996,0,17892,17619
1997,0,16304,16304
1998,1,16688,17886
1999,1,18894,15358
2000,0,15761,17393
2001,0,15028,18500
2002,1,17239,13742
2003,0,14181,16670
2004,0,15557,19754
2005,0,16067,15226
2006,0,16386,15644
2007,0,17997,14910
2008,0,15961,18027
2009,0,13428,16670
2010,0,17048,15711
2011,1,16924,15666
2012,0,14902,16088
2013,0,14341,19636
2014,0,17984,15898
2015,0,15893,19802
2016,1,16138,16870
2017,0,16260,14779
2018,0,15931,17544
2019,1,16693,14570
2020,1,18200,15444
2021,0,15771,16862
2022,1,16682,17652
2023,1,19074,15133
2024,1,19052,15298
2025,1,15220,18899
2026,1,18604,15606
2027,1,15131,15866
2028,0,13428,19259
2029,0,17586,17267
2030,1,16072,17319
2031,1,17473,16294
2032,0,15693,16978
2033,1,16079,15327
2034,1,17109,15103
2035,1,15890,16792
2036,1,17410,15820
2037,1,17491,14892
2038,1,17887,13489
2039,0,17030,15823
2040,0,15762,15533
2041,0,14444,15945
2042,1,20236,16391
2043,1,16592,14883
2044,0,16291,16990
2045,0,14639,17501
2046,1,16447,17869
2047,1,16147,16813
2048,1,15751,14760
2049,0,14742,16919
2050,1,16618,15264
2051,0,17492,19480
2052,1,18208,15009
2053,1,15584,14945
2054,1,17094,15585
2055,0,15307,15967
2056,0,13880,16943
2057,1,16059,17580
2058,0,15471,16285
2059,1,19198,16174
2060,1,16576,17723
2061,1,16076,14963
2062,1,16041,15491
2063,0,15714,15125
2064,0,14608,20376
2065,0,15001,15686
2066,0,14459,16710
2067,0,14783,14382
2068,0,15211,16045
2069,0,15589,17124
2070,0,16223,18309
2071,1,16375,16645
2072,1,18190,14121
2073,0,19120,16949
2074,0,16532,16381
2075,0,19224,14550
2076,0,13993,14954
2077,1,15235,16324
2078,1,17839,16561
2079,1,16932,14387
2080,1,15990,17790
2081,0,16501,16884
2082,1,16193,16613
2083,0,14696,15729
2084,0,13980,15840
2085,0,15132,16619
2086,0,14927,18141
2087,0,17394,17408
2088,0,14961,14928
2089,0,15256,17113
2090,0,16235,17361
2091,0,15536,20098
2092,1,16805,16794
2093,0,15684,18481
2094,0,17207,16688
2095,1,17106,15914
2096,1,18002,14241
2097,0,16725,15446
2098,0,17045,17928
2099,0,13902,18437
2100,1,20236,14744
2101,0,15673,16219
2102,0,14958,19875
2103,1,18408,13489
2104,1,17247,15095
2105,1,17590,15807
2106,1,17657,17112
2107,0,14094,19615
2108,1,14629,16252
2109,0,13428,17475
2110,0,16879,16908
2111,1,16005,17318
2112,1,18876,15666
2113,1,20236,14545
2115,0,13761,15161
2116,1,16940,14945
2117,0,14585,15906
2118,0,16806,14902
2119,0,15371,15983
2120,1,18086,17056
2121,0,14246,19358
2122,0,15220,17695
2123,1,16448,14829
2124,1,16947,17485
2125,1,14516,16074
2126,0,14933,17714
2127,1,17795,16153
2128,1,16137,16217
2129,0,15390,16813
2130,0,13998,18909
2131,0,16203,18990
2132,1,15081,14216
2133,1,16161,15260
2134,0,15664,17742
2135,0,16896,18499
2136,1,20236,15761
2137,0,15285,17587
2138,0,14584,17127
2139,0,15206,16917
2140,0,13745,17171
2141,1,16210,15041
2142,1,16498,14641
2143,1,15778,17607
2144,0,14347,17568
2145,1,16663,18177
2146,0,16580,16171
2147,1,16036,13953
2148,0,13428,17124
2149,1,16959,15171
2150,1,18173,15137
2151,1,16122,16343
2152,1,16582,16202
2153,0,15126,19990
2154,1,17666,15261
2155,1,16172,17432
2156,1,15609,18178
2157,0,15897,16400
2158,1,18810,13621
2159,0,15759,15942
2160,1,15411,15454
2162,0,17781,15422
2163,1,20028,15141
2164,1,18725,14652
2165,0,15365,16884
2166,0,15727,19972
2167,0,15541,15917
2168,0,14183,18808
2169,1,17135,15888
2170,1,16637,13925
2171,1,15536,17508
2172,0,15755,19891
2173,0,15795,15608
2174,0,13590,16679
2175,0,16260,15994
2176,0,15859,16806
2177,1,18137,13960
2178,1,17451,14981
2179,1,15679,14867
2180,0,18502,16492
2181,1,15120,14182
2182,0,15539,16876
2183,0,13879,16846
2184,0,15640,17207
2185,1,18738,15078
2186,0,18509,14907
2187,1,15441,15112
2188,1,15887,15656
2189,1,16242,14086
2190,0,15714,14336
2191,0,15087,15610
2192,0,16680,16752
2193,1,17639,18526
2194,1,18000,17204
2195,0,13443,16684
2196,0,18121,17288
2197,1,14765,17227
2199,1,20176,15542
2200,1,19574,15295
2201,0,15866,16501
2202,1,19313,15128
2203,0,15125,16895
2204,0,16485,17235
2205,0,14815,15746
2206,1,15176,15852
2207,0,13589,19382
2208,1,17012,15417
2209,1,17126,15190
2210,0,15102,17275
2211,1,17338,15784
2212,1,17402,15335
2213,0,14514,15900
2214,1,18442,14041
2215,0,15231,15244
2216,0,17328,15992
2217,0,17767,17604
2218,0,15389,17319
2219,0,15298,16258
2220,0,17659,15638
2221,1,17201,15381
2222,0,15656,15391
2223,0,16889,16384
2224,1,18520,16107
2225,0,14564,16530
2226,0,16635,15836
2227,0,15230,17399
2228,1,14906,17267
2229,1,17706,14118
2230,1,16238,16586
2231,0,16221,14764
2232,1,16564,17414
2233,0,14712,18728
2234,1,17042,15778
2235,1,18104,13962
2236,0,15128,15407
2237,1,17773,15252
2238,1,17263,16548
2239,1,17325,16581
2240,1,19195,16377
2241,1,16246,13567
2242,1,16570,17832
2243,1,15790,14716
2244,0,16598,18412
2245,1,20018,13529
2246,1,17797,15703
2247,1,16160,16266
2248,0,13428,20376
2249,1,14922,16238
2250,1,18702,16989
2251,0,17111,15793
2252,1,18762,17384
2253,0,16386,16996
2254,1,15887,16447
2255,0,16363,16119
2256,1,17356,15328
2257,1,17677,17721
2258,1,16101,18170
2259,1,18257,13917
2260,0,16801,17010
2261,0,17352,16740
2262,0,16594,17306
2263,0,15796,18611
2264,0,16372,15761
2265,1,17088,15730
2266,0,16086,16842
2267,1,17323,16075
2268,1,15205,14748
2269,1,16009,17926
2270,1,17531,15180
2271,1,15310,15664
2272,0,14882,20219
2273,0,15628,17944
2274,0,14208,19168
2275,1,19629,15764
2276,1,17782,15276
2277,0,14790,15946
2278,0,17381,17500
2279,0,16450,17027
2280,0,16456,16101
2281,0,15201,17582
2282,1,17523,15595
2283,0,17072,16906
2284,0,18878,17666
2285,0,14782,16212
2286,0,14017,18958
2287,0,16670,17178
2288,0,14681,17666
2289,1,15268,14808
2290,0,15748,16074
2291,1,17284,14614
2292,0,16806,17016
2293,1,15334,17746
2294,0,15333,19070
2295,1,17491,15465
2296,1,15698,16242
2297,1,18223,14824
2298,1,18360,17567
2299,1,16178,15881
2300,1,15048,15442
2301,1,16865,14968
2302,0,18072,17850
2303,0,17500,16842
2304,0,16688,16902
2305,0,17384,18282
2306,0,15126,18565
2307,1,17214,15322
2308,0,17389,18817
2309,0,14564,16563
2310,0,17670,16479
2311,1,16296,15995
2312,0,15738,17450
2313,0,14118,16197
2314,0,16343,17525
2315,0,14579,18804
2316,1,18485,14167
2317,0,18982,16241
2318,1,16688,17093
2319,1,14836,15261
2320,0,14573,17501
2321,0,15704,19578
2322,0,16578,17175
2323,0,16045,16260
2324,0,14076,17689
2325,1,16518,14888
